Gene name	Human gene name
Pak4	PAK4
Actg2	ACTG2
Fev	FEV
Fam193b	FAM193B
Relb	RELB
Bud13	BUD13
Rragb	RRAGB
S100a1	S100A1
Ncoa1	NCOA1
Samd4b	SAMD4B
Rab6b	RAB6B
Baiap3	BAIAP3
Olfr111	OR5V1
Zfp715	ZNF175
Zfp715	ZNF484
Zfp715	ZNF81
Fam192a	FAM192A
Slc7a9	SLC7A9
Gtf2h3	GTF2H3
Otud4	OTUD4
Tubgcp2	TUBGCP2
Gal3st2c	GAL3ST2
Nccrp1	NCCRP1
Ighv1-62-1	IGHV1-24
Ighv1-62-1	IGHV1-69-2
Fgf9	FGF9
Ifnl2	IFNL3
Ifnl2	IFNL2
Mcu	MCU
Zcchc11	ZCCHC11
Gramd2	GRAMD2A
Cplx1	CPLX1
Neu4	NEU4
Gm3259	PRAMEF27
Gm3259	PRAMEF2
Gm3259	PRAMEF4
Gm3259	PRAMEF15
Gm3259	PRAMEF6
Gm3259	PRAMEF7
Gm3259	PRAMEF17
Gm3259	PRAMEF25
Gm3259	PRAMEF18
Gm3259	PRAMEF1
Gm3259	PRAMEF19
Gm3259	PRAMEF11
Gm3259	PRAMEF33
Gm3259	PRAMEF12
Gm3259	PRAMEF20
Gm3259	PRAME
Gm3259	PRAMEF13
Gm3259	PRAMEF10
Gm3259	PRAMEF14
Gm3259	PRAMEF8
Gm3259	PRAMEF5
Gm3259	PRAMEF9
Gm3259	PRAMEF26
Armcx4	ARMCX4
Ifnl3	IFNL3
Ifnl3	IFNL2
Col11a1	COL11A1
Pfkfb1	PFKFB1
Lrrc25	LRRC25
Ankrd42	ANKRD42
Epha10	EPHA10
Rpf1	RPF1
Chchd6	CHCHD6
Fndc8	FNDC8
Sfxn4	SFXN4
Bmpr2	BMPR2
Chat	CHAT
Nle1	NLE1
Pak3	PAK3
Taf4	TAF4
Nup205	NUP205
Rab11fip4	RAB11FIP4
Inhba	INHBA
D5Ertd577e	PRAMEF27
D5Ertd577e	PRAMEF2
D5Ertd577e	PRAMEF4
D5Ertd577e	PRAMEF15
D5Ertd577e	PRAMEF6
D5Ertd577e	PRAMEF7
D5Ertd577e	PRAMEF17
D5Ertd577e	PRAMEF25
D5Ertd577e	PRAMEF18
D5Ertd577e	PRAMEF1
D5Ertd577e	PRAMEF19
D5Ertd577e	PRAMEF11
D5Ertd577e	PRAMEF33
D5Ertd577e	PRAMEF12
D5Ertd577e	PRAMEF20
D5Ertd577e	PRAME
D5Ertd577e	PRAMEF13
D5Ertd577e	PRAMEF10
D5Ertd577e	PRAMEF14
D5Ertd577e	PRAMEF8
D5Ertd577e	PRAMEF5
D5Ertd577e	PRAMEF9
D5Ertd577e	PRAMEF26
Slc30a8	SLC30A8
Rap1gap	RAP1GAP
Cyp2e1	CYP2E1
S100a13	S100A13
Ap2a2	AP2A2
Nipa2	NIPA2
Plekhd1	PLEKHD1
Sorl1	SORL1
Grp	GRP
Aldoc	ALDOC
Zfp511	ZNF511
Zfp511	ZNF511-PRAP1
Polr1e	POLR1E
AC124712.1	SNAPC1
Polk	POLK
Gpr45	GPR45
Timmdc1	TIMMDC1
Ensa	ENSA
Snapc1	SNAPC1
Rps17	RPS17
Rag1	RAG1
Gga2	GGA2
Cryba2	CRYBA2
Btla	BTLA
Eps8l3	EPS8L3
Rag2	RAG2
Smad9	SMAD9
Gdf15	GDF15
Gpr135	GPR135
Lrrc75b	LRRC75B
Klhl8	KLHL8
L3hypdh	L3HYPDH
Plekhg6	PLEKHG6
Cds1	CDS1
Zfp568	ZNF571
B230118H07Rik	C11orf74
Tspan3	TSPAN3
Slc18a3	SLC18A3
Hif1a	HIF1A
Mcl1	MCL1
Gjd3	GJD3
Ces1b	CES1
Jrk	JRK
Ces2g	CES2
Stt3a	STT3A
Tnfrsf1a	TNFRSF1A
Specc1	SPECC1
Gstm5	GSTM3
Pde1c	PDE1C
Fmr1	FMR1
Tm9sf4	TM9SF4
Sec24a	SEC24A
Prrx2	PRRX2
Psca	PSCA
Clk3	CLK3
Mpc1	MPC1
Rab11a	RAB11A
Hoxb13	HOXB13
Siglecf	CD33
Olfr688	OR56B4
Ccdc90b	CCDC90B
Siva1	SIVA1
Tmem184b	TMEM184B
Trak2	TRAK2
Hgfac	HGFAC
Trak1	TRAK1
Nup88	NUP88
Cnn1	CNN1
Pla2g15	PLA2G15
Tbx21	TBX21
Pgpep1	PGPEP1
Scamp4	SCAMP4
Oraov1	ORAOV1
Sstr4	SSTR4
Zfp354b	ZNF354B
Galk1	GALK1
Slco6d1	SLCO6A1
Oaz1	OAZ1
Ighv1-62-2	IGHV1-24
Ighv1-62-2	IGHV1-69-2
Cdc42ep5	CDC42EP5
Slc25a23	SLC25A23
Naa30	NAA30
Itgb2l	ITGB2
Car1	CA1
Ccnd1	CCND1
Fbxo10	FBXO10
Sgk2	SGK2
Exo1	EXO1
S100a14	S100A14
Gpaa1	GPAA1
Rab12	RAB12
Itgb4	ITGB4
Hook2	HOOK2
Ighv1-62-3	IGHV1-24
Ighv1-62-3	IGHV1-69-2
Arl14ep	ARL14EP
Thbd	THBD
Tmem216	TMEM216
Edc3	EDC3
Ccdc175	CCDC175
Pdcd1	PDCD1
Top2a	TOP2A
Tceal1	TCEAL1
Myo3b	MYO3B
Syce1	SYCE1
Kng1	KNG1
Arsk	ARSK
Adat3	ADAT3
Mmrn2	MMRN2
Crb3	CRB3
Jkamp	JKAMP
Olfr689	OR56B4
Tpt1	TPT1
Epc1	EPC1
Trim75	TRIM75P
Adat3	ADAT3
Dram1	DRAM1
Nol8	NOL8
Stpg4	STPG4
Stpg4	STPG4
Cyp17a1	CYP17A1
Anxa4	ANXA4
Miox	MIOX
Gnptab	GNPTAB
Akt1	AKT1
Mymx	MYMX
Igsf5	IGSF5
Bloc1s5	BLOC1S5-TXNDC5
Bloc1s5	BLOC1S5
Mrps24	MRPS24
Fam110c	FAM110C
Zfp41	ZFP41
Zfp41	AC138696.1
Alox5ap	ALOX5AP
Them6	THEM6
Esr1	ESR1
Tulp1	TULP1
Slurp1	SLURP1
Gtf2h2	GTF2H2C
Gtf2h2	GTF2H2
Cnih1	CNIH1
Map3k1	MAP3K1
Klf8	KLF8
Rtca	RTCA
Sept1	SEPT1
C1ql1	C1QL1
Fam214b	FAM214B
Zfp14	ZFP14
Crx	CRX
Ces1c	CES1
Trim60	TRIM60
Fhdc1	FHDC1
Adgrl1	ADGRL1
Slc43a2	SLC43A2
Apela	APELA
Wnt2	WNT2
Prkx	PRKX
Urgcp	URGCP
Nmt1	NMT1
Ighv8-9	IGHV2-70
Ighv8-9	IGHV2OR16-5
Ighv8-9	IGHV2-5
Ighv8-9	IGHV2-70D
Ighv8-9	IGHV2-26
Fam174a	FAM174A
Medag	MEDAG
Txnrd3	TXNRD3
Prop1	PROP1
Tmem25	TMEM25
Kcns2	KCNS2
Spp2	SPP2
Armcx1	ARMCX1
Clint1	CLINT1
Ces2h	CES2
Gm12789	PRAMEF27
Gm12789	PRAMEF2
Gm12789	PRAMEF4
Gm12789	PRAMEF15
Gm12789	PRAMEF6
Gm12789	PRAMEF7
Gm12789	PRAMEF17
Gm12789	PRAMEF25
Gm12789	PRAMEF18
Gm12789	PRAMEF1
Gm12789	PRAMEF19
Gm12789	PRAMEF11
Gm12789	PRAMEF33
Gm12789	PRAMEF12
Gm12789	PRAMEF20
Gm12789	PRAME
Gm12789	PRAMEF13
Gm12789	PRAMEF10
Gm12789	PRAMEF14
Gm12789	PRAMEF8
Gm12789	PRAMEF5
Gm12789	PRAMEF9
Gm12789	PRAMEF26
Ero1l	ERO1A
Esyt2	ESYT2
Yes1	YES1
Ccdc51	CCDC51
Slc7a6	SLC7A6
Pcp4	PCP4
Fam71b	FAM71B
Tma7	TMA7
N4bp2	N4BP2
Dcakd	DCAKD
Cfhr2	CFHR3
Cfhr2	CFH
Clrn2	CLRN2
Gpsm3	GPSM3
Tex26	TEX26
Ccdc177	CCDC177
Rab33a	RAB33A
Cyb5d2	CYB5D2
Zfp553	ZNF48
Scn1a	SCN1A
S100a16	S100A16
Fut10	FUT10
Pbx2	PBX2
Elof1	ELOF1
Zscan26	ZSCAN26
Cldn18	CLDN18
Morf4l2	MORF4L2
Igkv17-127	IGKV5-2
Coro1b	CORO1B
Hnrnpu	HNRNPU
Eea1	EEA1
Pgbd1	PGBD1
Ppm1d	PPM1D
Rabep1	RABEP1
Ptges	PTGES
Ttc36	TTC36
Chil6	CHIA
Pom121l12	POM121L12
Pga5	PGA5
Pga5	PGA3
Pga5	PGA4
Nom1	NOM1
Cd200	CD200
1700011H14Rik	CCDC198
Adamtsl4	ADAMTSL4
Cfap65	CFAP65
Kcnj14	KCNJ14
Pkdcc	PKDCC
Ina	INA
3110079O15Rik	C2orf82
Wdr95	EFCAB8
Prdx3	PRDX3
Gm6993	SPTSSA
Rin2	RIN2
Eif3j2	EIF3J
Gak	GAK
Tgm7	TGM7
Rfxap	RFXAP
Tmed9	TMED9
Nt5c2	NT5C2
Uqcrb	UQCRB
Stk3	STK3
Cryz	CRYZ
Ppp1cb	PPP1CB
Mertk	MERTK
Zfp566	ZNF566
Trabd	TRABD
Gm10767	FAM103A1
Lman1	LMAN1
Yap1	YAP1
Ift52	IFT52
Adal	ADAL
Zfp82	ZFP82
Plekha4	PLEKHA4
Triqk	TRIQK
Ptdss1	PTDSS1
Ighv1-63	IGHV1-24
Ighv1-63	IGHV1-69-2
Pprc1	PPRC1
Hmgn2	HMGN2
Hmgn2	HMGN4
Ighv1-64	IGHV1-24
Ighv1-64	IGHV1-69-2
Tbkbp1	TBKBP1
Ubqln2	UBQLN2
Kdelr1	KDELR1
B4galt3	B4GALT3
Igkv17-121	IGKV5-2
Eif2ak4	EIF2AK4
Peak1	PEAK1
Trf	TF
Actn2	ACTN2
Susd6	SUSD6
Cpeb1	AC245033.1
Cpeb1	CPEB1
Eef1e1	EEF1E1-BLOC1S5
Eef1e1	EEF1E1
Senp8	SENP8
Hoxb9	HOXB9
Cox20	COX20
Ttc37	TTC37
Mterf3	MTERF3
Slc17a6	SLC17A6
Fbxo21	FBXO21
Mettl8	METTL8
Rxfp4	RXFP4
Glra4	GLRA4
Asz1	ASZ1
Phc2	PHC2
Grin2d	GRIN2D
Hsph1	HSPH1
Lap3	LAP3
Cd93	CD93
Vstm2a	VSTM2A
Scn3b	SCN3B
Panx2	PANX2
Cdk9	CDK9
2810403A07Rik	KHDC4
Hibch	HIBCH
Gfral	GFRAL
Slc4a7	SLC4A7
Rbbp4	RBBP4
Ccng1	CCNG1
Med30	MED30
Csde1	CSDE1
Ppox	PPOX
Neu2	NEU2
Grwd1	GRWD1
Gnat2	GNAT2
Ldb1	LDB1
Tgfbrap1	TGFBRAP1
Sema3d	SEMA3D
Acp5	ACP5
Capn11	CAPN11
Kctd4	KCTD4
Gtf2f2	GTF2F2
Sync	SYNC
St8sia4	ST8SIA4
Sp5	SP5
Pdlim1	PDLIM1
Lcmt2	LCMT2
Ngef	NGEF
Gabrg1	GABRG1
Foxn3	FOXN3
Gpalpp1	GPALPP1
Esrp1	ESRP1
Vps25	VPS25
Npr2	NPR2
Tmem40	TMEM40
Pde12	PDE12
Bcas3	BCAS3
Fscb	FSCB
Klhl3	KLHL3
Dennd6a	DENND6A
Olfr691	OR52B2
Tex36	TEX36
Cept1	CEPT1
Upf2	UPF2
Pappa	PAPPA
Med7	MED7
Gm20425	TF
Dcaf17	DCAF17
Lamtor3	LAMTOR3
Scgb3a2	SCGB3A2
Cobll1	COBLL1
Gm3286	PRAMEF27
Gm3286	PRAMEF2
Gm3286	PRAMEF4
Gm3286	PRAMEF15
Gm3286	PRAMEF6
Gm3286	PRAMEF7
Gm3286	PRAMEF17
Gm3286	PRAMEF25
Gm3286	PRAMEF18
Gm3286	PRAMEF1
Gm3286	PRAMEF19
Gm3286	PRAMEF11
Gm3286	PRAMEF33
Gm3286	PRAMEF12
Gm3286	PRAMEF20
Gm3286	PRAME
Gm3286	PRAMEF13
Gm3286	PRAMEF10
Gm3286	PRAMEF14
Gm3286	PRAMEF8
Gm3286	PRAMEF5
Gm3286	PRAMEF9
Gm3286	PRAMEF26
Ccdc110	CCDC110
Zfp280c	ZNF280C
Dmrtc1a	DMRTC1B
Dmrtc1a	DMRTC1
Stambp	STAMBP
Focad	FOCAD
Best2	BEST2
Gm527	C14orf28
Ivd	IVD
Hoxb8	HOXB8
Zfp941	ZNF519
Zfp941	ZNF267
Mtnr1a	MTNR1A
Car3	CA3
Lsm4	LSM4
Olfr1152	OR5W2
Bet1l	BET1L
Tyw3	TYW3
Ces3a	CES3
Olfr1153	OR5W2
Tgfa	TGFA
Lcn4	OBP2A
Lcn4	OBP2B
4933412E24Rik	CXorf49
4933412E24Rik	BX276092.9
4933412E24Rik	CXorf49B
Ank3	ANK3
Lamb1	LAMB1
Gpr101	GPR101
Dnase2b	DNASE2B
Ric8a	RIC8A
Abo	ABO
Dennd2d	DENND2D
Muc6	MUC6
Flii	FLII
Gm7971	PRAMEF27
Gm7971	PRAMEF2
Gm7971	PRAMEF4
Gm7971	PRAMEF15
Gm7971	PRAMEF6
Gm7971	PRAMEF7
Gm7971	PRAMEF17
Gm7971	PRAMEF25
Gm7971	PRAMEF18
Gm7971	PRAMEF1
Gm7971	PRAMEF19
Gm7971	PRAMEF11
Gm7971	PRAMEF33
Gm7971	PRAMEF12
Gm7971	PRAMEF20
Gm7971	PRAME
Gm7971	PRAMEF13
Gm7971	PRAMEF10
Gm7971	PRAMEF14
Gm7971	PRAMEF8
Gm7971	PRAMEF5
Gm7971	PRAMEF9
Gm7971	PRAMEF26
Serpina1a	SERPINA1
Sft2d1	SFT2D1
Hoxb7	HOXB7
Nufip1	NUFIP1
Erich2	ERICH2
Prrc2a	PRRC2A
Pnn	PNN
Pde4b	PDE4B
Adam2	ADAM2
1700029J07Rik	C4orf47
Zic1	ZIC1
Ramp2	RAMP2
Med11	MED11
Lypd2	LYPD2
Nkapl	NKAPL
Cdca8	CDCA8
Scgb1c1	SCGB1C1
Scgb1c1	SCGB1C2
Siglecg	SIGLEC10
Siglecg	SIGLEC11
Wdfy3	WDFY3
Dennd4a	DENND4A
Plcd3	PLCD3
Gm45785	BET1L
Zic4	ZIC4
Traf6	TRAF6
Odf3	ODF3
Rarres1	RARRES1
Cgn	CGN
Gad1	GAD1
Wiz	WIZ
Zkscan4	ZKSCAN4
Zkscan4	ZKSCAN3
B3glct	B3GLCT
1700019D03Rik	C2orf88
Mnx1	MNX1
Dram2	DRAM2
Epb41	EPB41
Slc5a9	SLC5A9
Olfr1155	OR5D16
Sirt3	SIRT3
Mettl18	METTL18
1810010D01Rik	AP003071.5
Slurp2	SLURP2
Slurp2	AC083841.5
Gm2115	CTXND1
Tpcn2	TPCN2
Pcdh20	PCDH20
Pcdh20	AL592490.1
Olfr222	OR2B11
Lurap1l	LURAP1L
Hey2	HEY2
Llgl1	LLGL1
Gm5426	ATP5L2
Gm5426	ATP5L
Ddx6	DDX6
Tor1aip2	TOR1AIP2
Arf4	ARF4
Olfr993	OR5AK2
Smdt1	SMDT1
Hacd4	HACD4
Ces1d	CES1
Lamp5	LAMP5
Grm8	GRM8
Rlbp1	RLBP1
Mybl2	MYBL2
Olfr994	OR5AK2
Sorbs1	SORBS1
Zmynd15	ZMYND15
Dlgap5	DLGAP5
Olfr1156	OR5L1
Olfr1156	OR5L2
Fam109b	FAM109B
Gm7978	PRAMEF27
Gm7978	PRAMEF2
Gm7978	PRAMEF4
Gm7978	PRAMEF15
Gm7978	PRAMEF6
Gm7978	PRAMEF7
Gm7978	PRAMEF17
Gm7978	PRAMEF25
Gm7978	PRAMEF18
Gm7978	PRAMEF1
Gm7978	PRAMEF19
Gm7978	PRAMEF11
Gm7978	PRAMEF33
Gm7978	PRAMEF12
Gm7978	PRAMEF20
Gm7978	PRAME
Gm7978	PRAMEF13
Gm7978	PRAMEF10
Gm7978	PRAMEF14
Gm7978	PRAMEF8
Gm7978	PRAMEF5
Gm7978	PRAMEF9
Gm7978	PRAMEF26
Rxfp2	RXFP2
Wdr45	WDR45
Map3k21	MAP3K21
Edrf1	EDRF1
Ecm1	ECM1
Rint1	RINT1
Pogk	POGK
Tmem201	TMEM201
Ercc6	ERCC6
Zfyve21	ZFYVE21
Olfr692	OR52W1
Fshb	FSHB
Alpl	ALPL
Tor1aip1	TOR1AIP1
Olfr995	OR5AK2
Asic4	ASIC4
Mindy2	MINDY2
Map2	MAP2
Ndfip2	NDFIP2
Psmd13	PSMD13
Cxcl16	CXCL16
S100a4	S100A4
Slc7a6os	SLC7A6OS
Armcx6	ARMCX6
Katnal2	KATNAL2
Tada1	TADA1
Ubfd1	UBFD1
Gm42674	S100A3
Gm37240	ARFIP1
S100a3	S100A3
Spink5	SPINK5
Tmem87b	TMEM87B
Ighv8-11	IGHV2-70
Ighv8-11	IGHV2OR16-5
Ighv8-11	IGHV2-5
Ighv8-11	IGHV2-70D
Ighv8-11	IGHV2-26
Kcnk1	KCNK1
Nip7	NIP7
Kcna4	KCNA4
Ears2	EARS2
Serpina1c	SERPINA1
Sele	SELE
Gatb	GATB
Abce1	ABCE1
Ptprm	PTPRM
Plxnb1	PLXNB1
Jarid2	JARID2
Ccnb1ip1	CCNB1IP1
Hcrtr2	HCRTR2
Klhl31	KLHL31
Olfr1157	OR5L1
Olfr1157	OR5L2
Utp6	UTP6
Sox14	SOX14
Zc3hav1l	ZC3HAV1L
Epc2	EPC2
Lsm14b	LSM14B
AK157302	ISCA1
Olfr74	OR5D18
Psmd14	PSMD14
Ppp1r13b	PPP1R13B
Gm11273	COX5B
Rpl32	RPL32
Dip2b	DIP2B
Tmem63b	TMEM63B
Fry	FRY
Slc35b3	SLC35B3
Gdpgp1	AC091167.8
Gdpgp1	GDPGP1
Dkk3	DKK3
Cand2	CAND2
Fah	FAH
Cfh	CFHR3
Cfh	CFH
Csnk1e	CSNK1E
Csnk1e	Z98749.3
Gm7982	PRAMEF27
Gm7982	PRAMEF2
Gm7982	PRAMEF4
Gm7982	PRAMEF15
Gm7982	PRAMEF6
Gm7982	PRAMEF7
Gm7982	PRAMEF17
Gm7982	PRAMEF25
Gm7982	PRAMEF18
Gm7982	PRAMEF1
Gm7982	PRAMEF19
Gm7982	PRAMEF11
Gm7982	PRAMEF33
Gm7982	PRAMEF12
Gm7982	PRAMEF20
Gm7982	PRAME
Gm7982	PRAMEF13
Gm7982	PRAMEF10
Gm7982	PRAMEF14
Gm7982	PRAMEF8
Gm7982	PRAMEF5
Gm7982	PRAMEF9
Gm7982	PRAMEF26
Fbxw7	FBXW7
Cyb5r1	CYB5R1
Acot13	ACOT13
Ighv1-66	IGHV1-24
Ighv1-66	IGHV1-69-2
Zc3hav1	ZC3HAV1
Tfdp2	TFDP2
E330014E10Rik	PRAMEF27
E330014E10Rik	PRAMEF2
E330014E10Rik	PRAMEF4
E330014E10Rik	PRAMEF15
E330014E10Rik	PRAMEF6
E330014E10Rik	PRAMEF7
E330014E10Rik	PRAMEF17
E330014E10Rik	PRAMEF25
E330014E10Rik	PRAMEF18
E330014E10Rik	PRAMEF1
E330014E10Rik	PRAMEF19
E330014E10Rik	PRAMEF11
E330014E10Rik	PRAMEF33
E330014E10Rik	PRAMEF12
E330014E10Rik	PRAMEF20
E330014E10Rik	PRAME
E330014E10Rik	PRAMEF13
E330014E10Rik	PRAMEF10
E330014E10Rik	PRAMEF14
E330014E10Rik	PRAMEF8
E330014E10Rik	PRAMEF5
E330014E10Rik	PRAMEF9
E330014E10Rik	PRAMEF26
Btg1	BTG1
Slc35f4	SLC35F4
Asna1	ASNA1
Pak7	PAK5
Cacna1b	CACNA1B
Gucy2e	GUCY2D
Atp6v0a2	ATP6V0A2
Tesc	TESC
Msh2	MSH2
Pced1b	PCED1B
Tm4sf20	TM4SF20
Hsd17b13	HSD17B13
Gbe1	GBE1
Zfp771	ZNF771
Samd13	SAMD13
Serpina1e	SERPINA1
Sec61g	SEC61G
Arl5a	ARL5A
Fam207a	FAM207A
Spag4	SPAG4
Armcx3	ARMCX3
Zzef1	ZZEF1
Gtsf1l	GTSF1L
Smpd3	SMPD3
Zkscan8	ZKSCAN8
Ihh	IHH
Eif3j1	EIF3J
Clec4f	CLEC4F
Bmpr1a	BMPR1A
Dctpp1	DCTPP1
Cdh8	CDH8
Ube3c	UBE3C
Mbd4	MBD4
Prmt7	PRMT7
Map4k1	MAP4K1
Hmg20a	HMG20A
Nxt1	NXT1
Spg11	SPG11
Sephs2	SEPHS2
Slc35f3	SLC35F3
F11	F11
B4galt7	B4GALT7
Hoxb6	HOXB6
Ppa2	PPA2
Cxcl13	CXCL13
Tigd4	TIGD4
Vwa5b2	VWA5B2
Tmem154	TMEM154
Trir	TRIR
Hoxb5	HOXB5
Lingo3	LINGO3
Efcab12	EFCAB12
Gmfb	GMFB
Cd207	CD207
Ces1e	CES1
Itgb2	ITGB2
Arfip1	ARFIP1
Gzf1	GZF1
Hmgn5	HMGN5
Klhl28	KLHL28
Rspo1	RSPO1
Olfr996	OR5G3
Senp1	SENP1
Wscd2	WSCD2
Naa20	NAA20
Vta1	VTA1
Zic3	ZIC3
Mrpl14	MRPL14
Tsc22d1	TSC22D1
Acbd4	ACBD4
Lsm7	LSM7
Micu1	MICU1
Zar1l	ZAR1L
Spata20	SPATA20
Zfp354a	ZNF354A
Sugct	SUGCT
Cacnb4	AC068547.1
Cacnb4	CACNB4
Cmklr1	CMKLR1
Mfsd1	MFSD1
Fam160a1	FAM160A1
Myo9a	MYO9A
Gabra2	GABRA2
Serpina9	SERPINA9
Mplkip	MPLKIP
Brca2	BRCA2
Kpnb1	KPNB1
Gemin4	GEMIN4
Sec16a	SEC16A
Fktn	FKTN
Serpina11	SERPINA11
Rhog	RHOG
Car7	CA7
Fancf	FANCF
Tmem198	TMEM198
Glod4	GLOD4
Wdr37	WDR37
Rims1	RIMS1
Gas2	GAS2
Fbln7	FBLN7
Coa6	COA6
Dhdds	DHDDS
Dedd2	DEDD2
Vax2	VAX2
Tarbp1	TARBP1
Synpr	SYNPR
Poglut1	POGLUT1
Igfbp4	IGFBP4
Nhej1	NHEJ1
Chpf	CHPF
Caly	CALY
Igkv2-112	IGKV2D-29
Igkv2-112	IGKV2-28
Igkv2-112	IGKV2-40
Igkv2-112	IGKV2D-40
Igkv2-112	IGKV2D-28
Parp2	PARP2
S100a5	S100A5
Fancl	FANCL
Tdp2	TDP2
Surf6	SURF6
Tor1b	TOR1B
Olfr1161	OR5D18
Kcnh1	KCNH1
Cnot6l	CNOT6L
Itgal	ITGAL
Lsm11	LSM11
Fam160a2	FAM160A2
Mta3	MTA3
Olfr73	OR5D18
Sh2d3c	SH2D3C
Obsl1	OBSL1
Traf2	TRAF2
Ece1	ECE1
Olfr998	OR5G3
Csta1	CSTA
Rcbtb1	RCBTB1
Hoxb4	HOXB4
Cntnap5b	CNTNAP5
Lmo4	LMO4
Cftr	CFTR
Slco4c1	SLCO4C1
Hoxb3	HOXB3
Tmed6	TMED6
Tmed6	AC026464.1
Jund	JUND
Hsd17b11	HSD17B11
Gm7102	MPLKIP
Rtn1	RTN1
Ighv1-69	IGHV1-24
Ighv1-69	IGHV1-69-2
4930505A04Rik	C2orf73
N4bp2l1	N4BP2L1
Zfp260	ZNF260
Gclc	GCLC
Tssk6	TSSK6
Ndufa13	NDUFA13
Hoxb2	HOXB2
Mpdz	MPDZ
Fam136a	FAM136A
Vrk2	VRK2
Yjefn3	YJEFN3
Cd9	CD9
Asap1	ASAP1
Arl4c	ARL4C
Hapln2	HAPLN2
Plagl2	PLAGL2
Nudt9	NUDT9
Tox2	TOX2
Virma	VIRMA
Ocln	OCLN
Hhat	HHAT
Acyp2	ACYP2
Srsf5	SRSF5
N4bp2l2	N4BP2L2
Madd	MADD
Slc25a33	SLC25A33
Tns4	TNS4
Olfr1162	OR5D14
Runx1t1	RUNX1T1
Olfr1163	OR5D14
Fxyd2	FXYD2
Slc23a3	SLC23A3
Fbxw8	FBXW8
Gnai3	GNAI3
Stradb	STRADB
Thg1l	THG1L
Slc24a1	SLC24A1
Vrk1	VRK1
Ctsg	CTSG
Psma7	PSMA7
Vps53	VPS53
Prrxl1	DRGX
Col4a3bp	COL4A3BP
Ap3b2	AP3B2
Stxbp6	STXBP6
Pds5b	PDS5B
Mlh1	MLH1
Syne1	SYNE1
Napb	NAPB
S100a6	S100A6
Gm10436	PRAMEF27
Gm10436	PRAMEF2
Gm10436	PRAMEF4
Gm10436	PRAMEF15
Gm10436	PRAMEF6
Gm10436	PRAMEF7
Gm10436	PRAMEF17
Gm10436	PRAMEF25
Gm10436	PRAMEF18
Gm10436	PRAMEF1
Gm10436	PRAMEF19
Gm10436	PRAMEF11
Gm10436	PRAMEF33
Gm10436	PRAMEF12
Gm10436	PRAMEF20
Gm10436	PRAME
Gm10436	PRAMEF13
Gm10436	PRAMEF10
Gm10436	PRAMEF14
Gm10436	PRAMEF8
Gm10436	PRAMEF5
Gm10436	PRAMEF9
Gm10436	PRAMEF26
Dcn	DCN
Ighv8-12	IGHV2-70
Ighv8-12	IGHV2OR16-5
Ighv8-12	IGHV2-5
Ighv8-12	IGHV2-70D
Ighv8-12	IGHV2-26
Fam84b	FAM84B
Ankrd55	ANKRD55
Lim2	LIM2
Csnk1g2	CSNK1G2
Fam83b	FAM83B
Otog	OTOG
Mon2	MON2
Olfr19	OR7A10
Olfr19	OR7A5
Olfr19	OR7A17
Dscam	DSCAM
Gjb1	GJB1
Tdrd12	TDRD12
Prr5l	PRR5L
Sertm1	SERTM1
Olfr1000	OR5G3
Olfr1001-ps1	OR5G3
Anapc10	ANAPC10
Gzme	GZMH
Terf2	TERF2
Ints14	INTS14
Ighv1-71	IGHV1-24
Ighv1-71	IGHV1-69-2
Clptm1	CLPTM1
Mprip	MPRIP
Il20rb	IL20RB
Cyp4v3	CYP4V2
Jph2	JPH2
Zbtb8os	ZBTB8OS
Pdp2	PDP2
3632451O06Rik	C14orf37
Tnpo2	TNPO2
Cgrrf1	CGRRF1
Tdrp	TDRP
Oser1	OSER1
Fam185a	FAM185A
Lynx1	LYNX1
Ficd	FICD
Jak1	JAK1
A3galt2	A3GALT2
Plekhg3	PLEKHG3
Klkb1	KLKB1
Cox7b2	COX7B2
Hrk	HRK
Havcr2	HAVCR2
Sart3	SART3
Gzmd	GZMH
Lum	LUM
Ext1	EXT1
Ndufab1	NDUFAB1
Olfm3	OLFM3
Zbtb8a	ZBTB8A
Slc27a4	SLC27A4
Cdh16	CDH16
Fuom	FUOM
Gm5416	CSTA
Adora2b	ADORA2B
4930550L24Rik	MAGEC2
4930550L24Rik	MAGEC1
4930550L24Rik	MAGEC3
2010005H15Rik	CSTA
Ift122	IFT122
Gm16486	KIAA1683
Zbtb42	ZBTB42
Pde6c	PDE6C
Zswim7	ZSWIM7
Sppl2b	SPPL2B
Trim32	TRIM32
Gzmg	GZMH
Ccna1	CCNA1
4933415F23Rik	PPP1R14B
Gm12169	HAVCR1
C3	C3
Pofut1	POFUT1
Ly6d	LY6D
Olfr1006	OR9G4
Astn2	ASTN2
Zfp382	ZNF382
Dbt	DBT
H2afv	H2AFV
Psmc4	PSMC4
Hs2st1	AC093155.3
Hs2st1	HS2ST1
Sptb	SPTB
Cep170b	CEP170B
Gabrb1	GABRB1
Ankef1	ANKEF1
Sycp3	SYCP3
Fbxw9	FBXW9
Plbd2	PLBD2
Gzmn	GZMH
Pde4c	PDE4C
Muc5ac	MUC5AC
Zc3h8	ZC3H8
Ighv1-72	IGHV1-24
Ighv1-72	IGHV1-69-2
Raver2	RAVER2
Mbtps2	MBTPS2
Hspa5	HSPA5
Fkbp5	FKBP5
Gzmf	GZMH
Prap1	PRAP1
Chpt1	CHPT1
